pm25,visibility,traffic,nox,action
3.85,10.0,39,1.35,0
2.95,10.0,39,2.35,0
5.05,9.0,18,2.45,0
70.95,10.0,33,17.35,0
24.05,10.0,37,13.55,0
31.35,10.0,34,12.65,0
5.75,10.0,43,9.15,0
13.65,10.0,23,13.65,0
47.65,10.0,12,60.65,0
3.25,21.0,47,1.35,0
1.65,2.0,40,1.15,1
5.75,10.0,39,6.65,0
5.65,10.0,31,3.45,0
7.08,10.0,37,1.38,0
22.25,10.0,39,23.35,0
18.35,10.0,30,16.15,0
17.15,1.7,48,12.65,1
9.65,10.0,47,7.95,0
51.75,8.0,30,32.75,0
42.05,0.4,41,42.35,1
25.75,7.0,44,52.85,0
22.95,8.0,28,6.65,0
5.45,10.0,39,1.25,0
6.85,10.0,46,1.05,0
5.4,10.0,48,1.2,0
1.65,10.0,46,0.95,0
26.03,10.0,40,13.63,0
18.05,10.0,43,30.05,0
229.05,10.0,32,22.95,1
19.55,10.0,54,1.75,0
32.65,6.0,44,15.95,0
3.85,5.0,43,3.45,0
14.25,10.0,38,3.15,0
6.25,10.0,30,32.45,0
17.25,10.0,35,11.95,0
42.75,0.4,39,28.75,1
4.25,10.0,29,1.55,0
10.85,10.0,46,1.05,0
23.75,10.0,40,6.05,0
28.25,10.0,28,52.25,0
44.85,10.0,21,2.25,0
8.35,10.0,43,17.65,0
31.35,10.0,31,18.95,0
22.05,10.0,19,2.45,0
5.75,9.0,44,2.65,0
4.45,10.0,45,4.75,0
20.55,10.0,34,22.35,0
8.75,1.5,48,8.75,1
10.35,1.1,26,11.95,1
5.95,10.0,31,4.15,0
24.35,10.0,24,33.35,0
4.45,10.0,39,2.25,0
15.05,10.0,43,6.65,0
6.75,10.0,44,0.95,0
7.45,10.0,39,2.25,0
11.35,8.0,43,14.85,0
11.05,10.0,44,15.65,0
9.15,1.9,42,56.25,1
7.45,10.0,32,0.85,0
33.45,10.0,38,7.25,0
4.45,10.0,44,6.15,0
68.85,5.0,33,50.45,0
7.85,10.0,43,21.95,0
1.15,16.0,42,2.25,0
6.75,10.0,49,4.15,0
19.85,10.0,26,50.05,0
6.15,10.0,43,0.95,0
8.55,10.0,28,8.85,0
87.65,10.0,21,40.85,1
18.85,10.0,13,4.05,0
14.95,9.0,34,5.65,0
5.55,10.0,30,1.75,0
14.75,10.0,11,13.65,0
13.95,10.0,33,13.85,0
9.05,10.0,41,39.25,0
3.05,10.0,39,1.15,0
13.75,10.0,33,5.35,0
5.21,10.0,35,1.01,0
5.25,10.0,28,9.55,0
5.65,10.0,39,13.55,0
5.15,10.0,24,1.95,0
6.75,10.0,42,5.25,0
2.55,10.0,59,1.85,0
11.35,10.0,42,2.65,0
38.25,8.0,44,19.05,0
115.65,10.0,19,24.15,1
6.69,10.0,46,1.69,0
2.25,1.9,57,2.15,1
15.05,10.0,41,28.15,0
6.55,0.0,41,3.15,1
19.75,8.0,39,5.75,0
7.65,10.0,24,3.15,0
10.65,10.0,38,8.35,0
59.35,7.0,41,13.05,0
8.45,10.0,39,4.05,0
3.75,10.0,38,1.25,0
7.65,10.0,36,3.55,0
13.85,10.0,39,5.15,0
59.45,10.0,23,2.95,0
18.95,10.0,35,3.35,0
10.15,2.0,40,4.15,1
15.25,10.0,38,1.25,0
10.95,10.0,27,6.65,0
19.75,4.0,37,14.55,1
11.55,0.0,36,22.65,1
23.95,2.0,35,10.15,1
33.95,6.0,16,2.65,0
27.05,10.0,22,28.45,0
296.05,10.0,17,59.05,1
7.35,10.0,51,3.45,0
10.55,10.0,42,1.15,0
10.65,9.0,38,5.75,0
7.45,10.0,33,9.25,0
31.65,1.1,42,11.45,1
7.25,8.0,46,5.85,0
3.95,10.0,29,2.75,0
9.25,10.0,37,11.25,0
10.65,9.0,38,5.75,0
3.35,10.0,33,6.15,0
17.35,10.0,31,1.75,0
6.05,10.0,33,1.05,0
9.95,10.0,43,12.85,0
11.55,10.0,36,9.05,0
19.75,6.0,33,36.35,0
24.65,10.0,37,18.75,0
8.05,10.0,41,4.45,0
10.05,10.0,16,3.95,0
2.45,10.0,47,1.85,0
3.25,9.0,38,3.75,0
40.45,10.0,25,7.85,0
4.75,10.0,42,1.65,0
2.15,10.0,43,2.55,0
19.35,7.0,44,33.55,0
11.25,10.0,37,7.05,0
11.75,10.0,40,3.95,0
3.05,10.0,33,3.55,0
4.55,10.0,43,9.75,0
11.25,10.0,41,8.05,0
21.05,10.0,33,48.05,0
5.85,10.0,44,1.15,0
30.55,10.0,40,10.95,0
18.45,10.0,44,3.95,0
29.45,8.0,42,3.05,0
4.55,8.0,44,2.15,0
59.45,10.0,38,24.45,0
21.75,10.0,38,19.95,0
8.25,10.0,41,5.55,0
7.15,10.0,43,6.25,0
3.45,3.0,47,2.15,1
145.65,1.4,29,43.15,1
52.35,10.0,35,24.25,0
58.15,8.0,24,96.75,0
31.05,6.0,47,36.35,0
4.65,10.0,39,10.15,0
5.05,10.0,57,7.15,0
21.75,10.0,38,19.95,0
9.05,10.0,28,9.85,0
65.15,10.0,15,61.65,0
5.15,8.0,60,4.95,0
13.45,10.0,33,12.45,0
18.85,10.0,40,9.85,0
7.85,10.0,35,0.85,0
80.95,8.0,32,31.75,1
15.65,10.0,29,13.35,0
32.15,10.0,34,8.55,0
2.45,10.0,49,1.55,0
9.95,8.0,39,20.75,0
7.45,10.0,27,2.75,0
18.55,10.0,41,8.25,0
13.35,10.0,18,17.25,0
4.85,7.0,43,4.45,0
1.95,10.0,53,1.55,0
13.85,10.0,41,11.55,0
2.55,10.0,35,3.15,0
5.45,10.0,43,2.85,0
16.15,10.0,29,42.95,0
23.9,10.0,40,1.0,0
17.25,10.0,21,2.35,0
7.15,10.0,39,3.65,0
4.85,24.0,51,0.85,0
16.25,10.0,24,1.45,0
6.45,10.0,37,1.95,0
51.95,16.0,25,77.85,0
4.85,24.0,51,0.85,0
8.65,10.0,38,8.15,0
3.45,10.0,23,6.15,0
13.55,10.0,26,6.85,0
12.55,10.0,35,4.85,0
3.25,5.0,58,2.75,0
9.85,10.0,42,1.85,0
36.55,8.0,27,13.45,0
3.15,10.0,34,1.75,0
18.05,10.0,43,11.95,0
117.25,5.0,23,34.45,1
7.95,10.0,37,29.05,0
5.25,10.0,39,2.05,0
5.85,10.0,41,2.45,0
14.55,9.0,18,2.45,0
64.45,10.0,33,20.55,0
21.55,0.0,41,11.65,1
26.95,10.0,39,12.15,0
6.65,10.0,31,12.65,0
13.45,10.0,24,14.45,0
69.35,10.0,12,48.25,0
3.05,23.0,41,1.35,0
1.65,10.0,42,0.95,0
6.25,10.0,39,6.15,0
6.55,9.0,35,2.35,0
7.38,10.0,34,1.48,0
14.25,10.0,39,17.45,0
18.65,10.0,33,16.55,0
4.95,10.0,47,3.85,0
6.65,10.0,49,8.65,0
38.55,10.0,44,17.25,0
23.85,10.0,39,18.15,0
24.05,7.0,45,46.25,0
25.35,5.0,39,4.85,0
4.65,10.0,39,1.25,0
6.15,10.0,43,0.95,0
6.7,10.0,48,1.2,0
1.65,10.0,48,1.25,0
8.83,10.0,18,9.23,0
13.55,10.0,39,6.95,0
185.75,10.0,28,23.45,1
29.65,10.0,48,2.15,0
18.55,10.0,43,7.75,0
6.25,10.0,37,2.35,0
14.15,10.0,40,2.75,0
6.15,9.0,41,38.75,0
7.55,10.0,41,6.25,0
48.45,0.6,39,20.95,1
7.05,10.0,33,2.15,0
14.05,10.0,49,1.05,0
12.15,10.0,38,5.45,0
30.55,10.0,30,59.35,0
36.35,10.0,20,2.45,0
5.15,10.0,38,20.75,0
30.65,10.0,34,19.65,0
22.45,10.0,18,2.75,0
4.85,10.0,44,2.45,0
2.55,10.0,41,2.15,0
20.85,10.0,39,17.15,0
6.05,10.0,47,10.15,0
10.15,2.6,24,11.35,1
10.25,10.0,40,3.15,0
21.65,10.0,20,36.35,0
4.75,10.0,38,2.45,0
17.15,10.0,56,3.35,0
8.25,10.0,53,0.95,0
2.85,10.0,44,2.75,0
23.85,8.0,43,14.55,0
9.45,10.0,41,14.95,0
13.55,8.0,37,49.95,0
3.25,10.0,36,0.85,0
37.25,9.0,41,8.65,0
3.45,10.0,50,5.05,0
36.75,10.0,25,25.05,0
5.15,10.0,39,16.25,0
4.45,16.0,37,8.75,0
4.45,10.0,50,3.55,0
13.45,10.0,23,26.25,0
3.75,10.0,50,0.95,0
3.95,10.0,29,10.45,0
124.25,7.0,25,41.95,1
10.75,10.0,18,3.15,0
5.65,9.0,41,3.05,0
16.45,10.0,25,4.85,0
18.95,10.0,20,16.05,0
8.15,10.0,35,11.65,0
8.35,10.0,39,37.15,0
2.85,10.0,38,1.05,0
14.35,9.0,36,4.25,0
5.51,10.0,33,1.01,0
7.75,10.0,36,12.75,0
6.55,9.0,34,16.15,0
7.55,10.0,23,3.05,0
12.85,10.0,40,25.65,0
4.95,10.0,25,5.45,0
8.95,10.0,37,3.55,0
60.45,10.0,42,11.55,0
96.55,10.0,21,20.15,1
4.09,3.0,53,1.69,1
4.25,9.0,50,6.05,0
22.75,0.6,44,45.15,1
7.55,0.0,41,3.85,1
25.75,8.0,37,7.65,0
13.35,10.0,24,2.95,0
1.75,5.0,37,2.85,0
31.75,10.0,42,20.45,0
15.65,10.0,44,4.35,0
4.15,2.0,40,1.45,1
7.85,10.0,43,5.25,0
9.95,10.0,34,5.55,0
60.45,10.0,18,2.75,0
15.55,5.0,40,3.45,0
12.75,2.0,40,5.25,1
16.05,10.0,41,1.45,0
10.65,10.0,24,6.95,0
24.05,6.0,42,15.25,0
9.05,3.2,49,12.55,1
22.25,10.0,40,2.65,0
25.05,7.0,21,2.45,0
34.75,10.0,23,37.45,0
139.15,10.0,9,51.75,1
8.15,10.0,46,3.95,0
9.55,10.0,42,1.15,0
13.15,8.0,37,4.75,0
10.65,10.0,30,9.85,0
26.25,0.3,39,17.55,1
5.95,8.0,49,5.45,0
4.15,10.0,34,2.75,0
17.85,10.0,40,24.55,0
13.15,8.0,37,4.75,0
4.35,10.0,41,10.75,0
14.95,10.0,32,1.75,0
5.85,10.0,35,1.05,0
7.45,10.0,43,13.75,0
12.65,10.0,37,10.05,0
14.45,4.0,34,42.35,1
19.55,10.0,39,16.05,0
11.05,10.0,43,6.25,0
5.75,10.0,20,3.95,0
2.45,10.0,50,2.55,0
2.05,8.0,40,3.05,0
32.85,10.0,29,6.35,0
1.75,10.0,40,1.65,0
2.35,10.0,46,4.25,0
21.15,10.0,41,45.85,0
9.65,10.0,42,6.95,0
14.75,10.0,36,3.65,0
6.15,10.0,33,13.65,0
6.25,10.0,47,8.15,0
10.45,8.0,43,7.85,0
11.55,10.0,32,39.55,0
4.75,10.0,46,1.25,0
28.35,10.0,38,8.45,1
28.95,10.0,41,4.55,0
30.05,8.0,38,2.45,0
7.65,10.0,47,2.05,0
66.25,10.0,38,19.15,0
20.75,10.0,39,22.55,0
11.15,10.0,32,11.05,0
11.05,10.0,35,11.25,0
4.15,1.5,42,7.35,1
134.45,0.7,41,37.55,1
47.95,10.0,36,25.05,0
62.05,10.0,17,85.25,0
23.05,10.0,39,77.25,0
6.35,10.0,39,12.35,0
5.45,10.0,57,4.65,0
20.75,10.0,39,22.55,0
9.75,10.0,31,12.05,0
67.65,10.0,23,73.65,0
6.55,2.5,60,5.05,1
8.05,10.0,43,5.55,0
37.85,10.0,38,22.15,0
7.45,10.0,34,0.85,0
82.55,9.0,30,29.15,1
16.55,10.0,33,8.75,0
29.85,9.0,30,7.55,0
3.15,10.0,53,3.45,0
5.25,5.0,46,4.05,0
7.05,10.0,21,2.95,0
19.55,0.2,40,9.45,1
15.15,10.0,22,18.75,0
2.55,8.0,44,2.75,0
4.15,10.0,48,5.25,0
8.95,10.0,29,14.75,0
3.95,10.0,34,3.65,0
4.75,2.0,39,2.35,1
23.15,10.0,23,56.55,0
22.6,10.0,40,0.9,0
23.45,8.0,21,2.25,0
6.25,10.0,40,11.95,0
4.55,24.0,53,0.85,0
23.95,10.0,23,1.45,0
5.25,10.0,32,2.15,0
55.45,14.0,19,78.25,0
4.15,23.0,54,0.85,0
9.85,2.0,40,6.75,1
4.35,10.0,25,6.95,0
16.35,8.0,30,9.25,0
8.95,10.0,35,6.45,0
3.95,5.0,40,4.75,0
10.05,7.0,39,1.55,0
51.05,7.0,26,11.65,0
4.45,10.0,46,1.25,0
17.35,10.0,39,10.75,0
105.85,5.0,22,31.75,1
14.45,10.0,40,47.75,0
7.55,10.0,52,2.65,0
3.25,10.0,38,2.45,0
11.05,8.0,16,2.65,0
57.45,10.0,14,15.65,0
47.25,10.0,39,10.25,0
19.75,10.0,29,17.75,0
5.35,10.0,26,7.45,0
14.95,10.0,20,11.85,0
60.15,10.0,14,53.55,0
6.05,21.0,41,1.35,0
5.75,0.0,42,1.15,1
6.55,10.0,40,7.85,0
9.75,10.0,32,3.15,0
7.28,10.0,32,1.48,0
11.65,10.0,40,13.25,0
18.95,10.0,28,20.15,0
11.45,10.0,47,10.25,0
15.35,10.0,45,19.15,0
62.75,10.0,39,23.35,0
7.75,10.0,37,13.35,0
70.15,2.7,42,79.85,1
25.55,2.0,37,4.95,1
5.85,10.0,40,1.15,0
6.35,10.0,47,1.05,0
5.6,10.0,51,1.2,0
4.25,10.0,47,0.95,0
9.53,10.0,25,9.53,0
15.15,10.0,39,7.95,0
43.95,10.0,16,38.15,0
21.45,10.0,47,2.25,0
22.25,10.0,40,15.95,0
3.55,10.0,33,2.75,0
26.45,2.0,42,3.25,1
7.35,8.0,49,28.25,0
12.35,10.0,31,16.35,0
47.55,7.0,42,22.35,0
4.05,10.0,32,1.65,0
13.25,10.0,45,1.25,0
15.95,10.0,26,8.85,0
42.75,4.0,35,59.15,1
29.45,10.0,19,2.25,0
7.95,10.0,34,24.15,0
28.05,10.0,33,16.85,0
12.75,10.0,18,2.75,0
8.65,10.0,44,2.35,0
2.15,10.0,31,3.05,0
16.35,10.0,39,19.65,0
3.85,5.0,60,6.15,0
7.85,10.0,17,9.45,0
10.95,10.0,39,5.35,0
21.45,10.0,19,37.35,0
4.35,9.0,36,2.25,0
8.85,10.0,48,3.75,0
7.65,10.0,44,0.95,0
3.05,10.0,42,2.75,0
37.75,4.0,43,22.45,1
11.15,10.0,43,17.25,0
7.35,10.0,28,40.75,0
2.65,10.0,48,0.85,0
32.95,10.0,41,7.65,0
3.25,10.0,47,4.45,0
21.15,10.0,38,12.95,0
6.45,10.0,36,26.05,0
9.05,16.0,38,8.45,0
4.65,10.0,37,4.45,0
11.25,10.0,18,19.15,0
3.95,10.0,45,1.05,0
3.75,2.0,34,10.95,1
118.15,5.0,32,42.05,1
11.55,10.0,14,3.65,0
4.95,10.0,36,2.15,0
20.45,10.0,28,6.05,0
22.35,2.0,42,13.95,1
9.45,10.0,33,10.15,0
6.85,10.0,43,20.55,0
2.55,10.0,41,0.95,0
13.55,10.0,38,4.35,0
7.51,10.0,41,1.01,0
8.95,10.0,45,6.25,0
6.75,9.0,39,12.05,0
8.25,10.0,14,3.55,0
5.65,10.0,45,7.55,0
6.15,10.0,58,6.55,0
10.15,10.0,43,2.45,0
43.55,10.0,30,31.95,0
111.45,10.0,19,21.15,1
4.59,10.0,47,1.89,0
4.95,10.0,50,8.55,0
10.55,10.0,43,40.45,0
2.25,0.0,41,2.15,1
24.05,10.0,40,7.55,0
4.75,10.0,22,2.45,0
2.05,5.0,37,3.75,0
23.35,7.0,43,21.65,0
10.75,10.0,45,2.85,0
1.55,7.0,42,1.25,0
8.35,10.0,33,4.25,0
18.05,10.0,38,12.55,0
69.55,10.0,17,2.85,0
22.75,10.0,34,5.35,0
9.55,10.0,39,4.95,0
15.85,10.0,40,1.55,0
14.45,10.0,22,10.65,0
30.65,2.0,42,17.25,1
1.35,13.0,43,2.35,0
25.25,4.0,40,6.75,1
44.25,6.0,21,2.45,0
32.15,10.0,26,34.35,0
59.05,10.0,16,54.55,0
10.05,10.0,36,5.25,0
8.15,9.0,36,1.35,0
40.15,6.0,37,18.15,0
6.05,10.0,36,8.65,0
25.25,3.5,42,17.85,1
10.25,7.0,45,5.25,0
4.75,10.0,30,5.45,0
6.85,10.0,38,13.05,0
40.15,6.0,37,18.15,0
3.55,10.0,42,5.75,0
15.45,10.0,28,2.85,0
7.55,10.0,40,1.05,0
8.65,10.0,39,24.25,0
8.25,10.0,36,8.55,0
26.55,6.0,31,60.05,0
9.45,10.0,40,9.35,0
14.35,10.0,42,8.65,0
12.05,10.0,31,3.25,0
2.25,4.5,55,2.35,1
6.25,9.0,38,2.85,0
30.05,7.0,35,5.55,0
3.35,10.0,37,1.95,0
2.45,2.0,54,3.65,1
24.75,5.0,49,41.55,0
10.95,10.0,40,8.55,0
26.65,10.0,38,2.45,0
7.55,10.0,31,10.95,0
4.45,10.0,44,8.75,0
15.55,8.0,46,12.55,0
20.35,10.0,39,61.85,0
6.35,10.0,46,1.15,0
13.05,10.0,41,5.65,1
23.65,10.0,42,3.95,0
27.25,8.0,40,2.75,0
8.95,10.0,45,1.95,0
51.05,10.0,37,19.55,0
23.85,10.0,42,25.75,0
7.65,10.0,37,5.55,0
7.55,10.0,45,8.45,0
2.75,10.0,46,2.95,0
143.85,0.7,38,40.25,1
56.05,1.5,43,27.75,1
66.55,10.0,42,73.95,0
6.75,10.0,46,32.05,0
3.95,10.0,39,7.95,0
8.75,10.0,41,20.75,0
23.85,10.0,42,25.75,0
12.15,10.0,35,14.65,0
56.15,10.0,16,60.75,0
10.65,5.0,48,12.25,0
11.15,2.5,54,4.45,1
28.45,10.0,36,19.25,0
5.45,10.0,32,0.85,0
54.25,10.0,41,16.55,0
11.55,10.0,23,10.25,0
36.45,10.0,35,7.75,0
4.35,10.0,42,3.65,0
10.15,8.0,31,15.35,0
6.85,10.0,28,4.25,0
15.85,10.0,41,8.05,0
14.45,10.0,22,19.95,0
22.15,9.0,37,12.25,0
4.05,10.0,46,5.05,0
5.05,10.0,34,10.95,0
2.65,10.0,37,2.85,0
4.25,2.0,41,1.85,1
33.05,10.0,30,60.15,0
26.5,10.0,41,1.0,0
20.45,10.0,13,2.25,0
6.45,10.0,47,6.15,0
12.65,24.0,45,0.85,0
18.45,10.0,23,1.35,0
5.45,10.0,43,2.25,0
3.65,19.0,33,11.05,0
8.55,24.0,48,0.85,0
12.75,2.0,40,7.15,1
6.55,10.0,28,9.05,0
29.35,10.0,32,15.95,0
13.75,10.0,39,9.35,0
10.05,5.0,46,11.25,0
5.65,10.0,32,1.65,0
49.05,7.0,26,7.95,0
6.05,10.0,30,1.25,0
10.25,8.0,45,5.85,0
120.05,5.0,25,36.25,1
4.75,10.0,41,19.95,0
5.15,9.0,65,1.35,0
3.65,10.0,42,2.25,0
6.55,10.0,18,3.15,0
47.55,10.0,37,14.15,0
26.55,10.0,28,17.55,0
31.65,10.0,36,23.15,0
4.15,10.0,26,6.45,0
28.35,8.0,39,13.05,0
65.15,10.0,18,45.65,0
5.55,21.0,44,1.25,0
6.15,10.0,35,1.45,0
5.85,10.0,39,8.15,0
10.15,10.0,30,3.65,0
6.98,10.0,40,1.68,0
10.95,10.0,40,11.85,0
25.65,10.0,30,22.75,0
6.45,10.0,47,8.65,0
25.95,0.4,44,26.45,1
32.95,10.0,24,48.15,0
30.45,10.0,41,32.75,0
69.85,1.7,47,74.85,1
21.55,10.0,35,6.75,0
6.65,10.0,41,1.25,0
5.85,10.0,51,1.05,0
4.7,10.0,53,1.4,0
7.55,10.0,40,0.95,0
20.13,10.0,28,12.73,0
15.75,10.0,36,7.55,0
57.45,10.0,22,44.25,0
18.95,10.0,39,2.95,0
29.65,10.0,45,22.45,0
2.95,10.0,44,2.85,0
19.75,4.0,39,2.65,1
8.75,10.0,35,27.85,0
5.95,10.0,46,7.35,0
37.15,10.0,39,24.95,0
2.15,10.0,34,1.25,0
11.95,10.0,46,1.25,0
4.95,10.0,38,4.95,0
15.95,10.0,21,34.35,0
38.45,10.0,22,2.05,0
21.45,10.0,42,41.05,0
31.45,8.0,42,14.05,0
19.85,10.0,19,2.45,0
7.85,9.0,45,2.15,0
2.65,10.0,44,2.95,0
23.35,10.0,45,23.65,0
7.85,10.0,33,17.95,0
7.75,10.0,24,9.85,0
6.25,10.0,37,3.35,0
32.75,10.0,18,52.05,0
4.75,10.0,36,2.15,0
17.15,10.0,38,5.65,0
6.25,10.0,40,0.95,0
7.95,10.0,40,3.15,0
21.45,8.0,48,14.55,0
20.25,10.0,41,44.35,0
8.85,10.0,40,50.45,0
2.75,10.0,40,0.85,0
31.75,10.0,41,5.85,0
5.95,10.0,47,7.25,0
24.05,10.0,29,15.15,0
4.85,10.0,43,18.95,0
6.55,16.0,38,14.25,0
7.95,10.0,47,3.85,0
16.55,10.0,22,30.65,0
6.65,10.0,25,0.95,0
8.15,2.0,37,12.35,1
122.35,6.0,32,58.85,1
12.95,10.0,13,4.05,0
5.55,10.0,38,2.05,0
4.45,10.0,35,2.95,0
9.95,5.0,42,23.75,0
12.25,10.0,20,11.65,0
8.55,10.0,42,30.75,0
2.35,10.0,27,1.35,0
14.05,10.0,37,4.55,0
6.71,10.0,45,1.01,0
4.95,10.0,36,4.65,0
6.75,10.0,30,19.95,0
7.15,10.0,48,2.45,0
7.15,10.0,42,6.35,0
5.35,10.0,41,4.95,0
6.15,10.0,37,1.85,0
16.95,10.0,41,11.25,0
135.85,10.0,21,27.45,1
8.19,10.0,51,1.59,0
4.25,7.0,47,9.25,0
16.75,10.0,42,47.75,0
4.65,0.0,42,2.15,1
22.05,10.0,41,7.95,0
11.55,10.0,18,3.35,0
2.95,10.0,36,4.35,0
10.65,10.0,34,7.95,0
10.95,10.0,34,3.25,0
2.75,0.0,41,1.15,1
5.25,8.0,42,4.25,0
11.85,10.0,36,8.65,0
53.05,10.0,24,3.55,0
29.85,8.0,31,5.25,0
10.05,2.0,40,4.65,1
16.15,10.0,22,1.65,0
14.35,10.0,20,11.05,0
20.25,5.0,39,13.15,0
1.65,13.0,45,3.85,0
30.55,3.0,40,6.55,1
46.65,6.0,17,2.85,0
27.55,10.0,18,35.75,0
187.55,10.0,8,47.85,1
10.85,10.0,37,5.45,0
5.45,5.0,35,1.55,0
37.95,6.0,39,13.25,0
3.65,10.0,37,7.95,0
25.45,10.0,39,17.95,0
6.25,9.0,40,4.15,0
4.65,10.0,48,6.45,0
8.05,10.0,41,10.65,0
37.95,6.0,39,13.25,0
4.45,10.0,49,9.95,0
16.55,10.0,32,2.75,0
7.55,10.0,39,1.15,0
19.65,10.0,43,37.65,0
5.35,10.0,33,8.85,0
14.95,6.0,35,35.15,0
5.05,10.0,25,4.85,0
9.85,10.0,43,5.65,0
11.35,10.0,22,2.75,0
2.75,10.0,41,3.25,0
7.05,10.0,33,4.25,0
31.95,10.0,37,6.45,0
2.55,10.0,33,1.75,0
2.45,10.0,46,6.25,0
24.95,2.9,43,53.95,1
7.05,10.0,42,6.95,0
12.95,9.0,35,2.65,0
10.65,10.0,31,25.15,0
6.85,10.0,40,13.05,0
16.55,10.0,43,13.25,0
12.05,10.0,34,28.25,0
7.75,10.0,46,1.15,0
7.15,10.0,40,3.75,0
24.05,10.0,43,3.25,0
33.75,10.0,28,2.75,0
8.75,10.0,43,1.85,0
68.65,10.0,30,24.35,0
6.55,10.0,27,13.05,0
4.75,10.0,38,4.65,0
6.75,10.0,42,7.15,0
4.55,10.0,58,1.25,0
220.65,0.8,39,68.25,1
29.85,8.0,41,38.55,0
49.05,10.0,14,86.45,0
29.75,5.0,37,59.15,0
9.05,10.0,38,38.75,0
6.05,10.0,35,9.25,0
6.55,10.0,27,13.05,0
12.15,10.0,33,14.75,0
60.65,10.0,18,57.05,0
9.05,4.0,50,13.45,1
6.55,9.0,51,10.05,0
29.45,10.0,38,13.35,0
3.35,10.0,34,0.85,0
38.15,10.0,25,19.25,0
21.05,10.0,26,15.25,0
31.25,9.0,36,7.95,0
6.15,10.0,36,5.75,0
8.25,8.0,43,4.05,0
8.35,10.0,21,2.65,0
18.55,10.0,40,7.15,0
14.65,10.0,22,19.65,0
10.45,10.0,39,5.35,0
3.75,10.0,44,3.65,0
14.25,3.0,42,23.85,1
2.65,10.0,32,4.05,0
3.75,10.0,40,3.15,0
13.45,10.0,27,33.15,0
17.0,10.0,35,0.9,0
15.15,10.0,17,2.45,0
5.45,10.0,55,3.95,0
7.75,24.0,45,0.85,0
12.25,10.0,22,1.55,0
3.95,10.0,47,2.45,0
29.35,19.0,33,45.55,0
6.95,24.0,50,0.85,0
5.45,10.0,29,11.25,0
11.05,10.0,31,8.05,0
32.75,8.0,28,17.55,0
8.35,10.0,22,5.95,0
9.25,5.0,47,10.35,0
5.85,10.0,36,2.05,0
57.35,6.0,27,7.95,0
8.05,10.0,43,1.65,0
10.25,10.0,44,4.65,0
123.75,6.0,21,26.25,1
4.05,10.0,43,23.25,0
5.65,10.0,38,1.85,0
5.15,10.0,38,2.45,0
8.55,8.0,23,3.25,0
61.85,8.0,32,18.05,0
12.25,10.0,32,7.95,0
17.85,10.0,27,19.05,0
5.55,10.0,30,13.65,0
25.25,10.0,36,6.75,0
18.25,10.0,23,40.55,0
5.05,21.0,39,1.45,0
8.95,9.0,37,1.15,0
3.85,10.0,38,7.45,0
7.85,9.0,37,2.45,0
8.88,10.0,39,1.68,0
11.95,10.0,38,12.55,0
18.85,10.0,28,18.65,0
6.45,10.0,47,8.85,0
20.85,0.2,46,26.75,1
35.65,10.0,41,13.55,0
15.05,10.0,37,19.05,0
62.95,3.3,40,78.95,1
24.05,10.0,33,5.35,0
6.25,10.0,49,1.45,0
8.45,10.0,46,1.05,0
8.5,10.0,49,1.5,0
4.15,10.0,32,0.95,0
3.33,2.5,50,2.23,1
15.35,10.0,36,7.85,0
63.45,10.0,18,27.35,0
20.05,10.0,48,2.45,0
13.05,10.0,45,17.25,0
2.05,10.0,41,3.15,0
22.65,10.0,38,2.25,0
15.15,10.0,30,29.45,0
7.05,10.0,43,6.75,0
32.15,10.0,22,25.55,0
4.45,10.0,25,1.25,0
11.25,10.0,44,1.25,0
30.05,10.0,37,9.55,0
12.25,10.0,24,17.75,0
29.85,10.0,19,2.45,0
23.15,9.0,42,41.75,1
16.45,4.0,41,14.65,1
12.45,10.0,16,2.85,0
7.05,10.0,40,2.35,0
3.85,10.0,40,16.65,0
9.85,10.0,41,14.05,0
16.15,10.0,51,18.85,0
13.75,5.0,42,17.75,0
15.65,10.0,40,6.95,0
42.75,10.0,17,65.95,0
3.65,10.0,41,2.25,0
10.75,10.0,52,5.85,0
7.45,10.0,42,0.95,0
6.75,10.0,38,2.95,0
9.85,10.0,44,11.65,0
13.45,6.0,47,33.65,0
6.75,10.0,36,46.55,0
5.65,10.0,41,0.85,0
33.75,9.0,39,5.15,0
5.15,5.0,47,6.65,0
11.95,10.0,42,8.25,0
13.35,10.0,41,39.95,0
5.25,16.0,40,9.05,0
4.65,10.0,32,4.65,0
13.95,4.0,49,27.85,1
8.85,10.0,32,0.95,0
12.95,10.0,37,17.15,0
72.05,7.0,37,36.75,0
15.85,10.0,19,1.65,0
3.35,10.0,39,1.65,0
6.45,10.0,29,2.85,0
16.75,10.0,29,21.15,0
9.55,9.0,30,14.85,0
16.45,10.0,41,46.95,0
2.75,10.0,28,1.35,0
12.65,10.0,36,4.15,0
6.61,10.0,44,1.01,0
4.45,10.0,39,7.95,0
6.55,2.5,40,16.85,1
4.15,10.0,37,1.75,0
7.25,10.0,36,7.65,0
1.55,10.0,57,2.25,0
6.65,10.0,33,2.35,0
26.25,10.0,27,20.85,0
98.45,10.0,20,25.55,1
7.89,10.0,42,1.59,0
9.55,10.0,38,17.65,0
8.45,10.0,48,12.45,0
7.05,10.0,36,3.35,0
18.05,10.0,38,4.85,0
12.75,10.0,22,2.25,0
3.65,9.0,30,5.95,0
